date,JNJ,HD,INTC,AMD,MU,NVDA,TSM
2014-08-12,63.52,82.92,33.13,4.08,30.7,18.9,19.99
2014-08-11,63.02,82.88,33.02,4.14,30.74,18.9,20.05
2014-08-08,63.35,82.43,32.6,4.12,30.04,19.0,19.79
2014-08-07,62.03,80.47,32.68,4.1,29.68,17.46,19.91
2014-08-06,62.49,80.52,32.845,4.12,30.68,17.64,20.04
2014-08-05,63.71,80.03,32.82,4.08,31.09,17.66,19.8
2014-08-04,64.61,80.03,34.05,4.0,31.69,17.65,20.51
2014-08-01,63.94,79.75,33.745,3.97,31.09,17.69,20.2
2014-07-31,64.43,80.85,33.89,3.91,30.55,17.5,20.0
2014-07-30,66.09,81.76,34.35,3.82,32.53,18.08,20.72
2014-07-29,66.83,80.98,34.19,3.79,32.13,17.78,20.54
2014-07-28,67.37,81.07,34.23,3.73,31.98,17.72,20.37
2014-07-25,66.83,81.03,34.25,3.76,33.42,17.79,20.35
2014-07-24,67.77,81.2,34.25,3.73,33.88,18.11,20.89
2014-07-23,67.16,81.02,34.5,3.76,33.68,18.08,20.68
2014-07-22,66.98,80.54,34.7901,3.8,33.63,18.47,20.71
2014-07-21,66.31,79.71,34.06,3.78,33.07,18.55,20.43
2014-07-18,66.48,80.08,33.7,3.83,33.15,18.44,20.48
2014-07-17,66.01,79.55,33.7,4.57,33.0501,19.3,20.2
2014-07-16,66.84,79.66,34.65,4.66,34.64,19.35,20.93
2014-07-15,66.41,79.86,31.71,4.53,34.02,19.37,22.47
2014-07-14,66.68,79.46,31.49,4.64,33.59,19.29,22.66
2014-07-11,66.69,79.61,31.25,4.37,32.8,19.05,22.81
2014-07-10,66.68,79.4,31.26,4.29,32.77,19.005,22.95
2014-07-09,67.04,80.73,30.89,4.23,32.89,19.11,22.42
2014-07-08,66.78,80.76,30.79,4.22,33.13,18.55,22.57
2014-07-07,66.33,81.42,31.03,4.26,32.86,18.7,22.67
2014-07-03,67.61,82.05,31.14,4.24,33.73,18.85,22.71
2014-07-02,67.75,81.98,30.98,4.34,33.76,18.6825,22.38
2014-07-01,68.29,81.82,30.98,4.22,33.98,18.75,21.97
2014-06-30,68.08,80.96,30.9,4.19,32.95,18.54,21.39
2014-06-27,67.52,81.13,30.93,4.11,31.51,18.38,21.28
2014-06-26,67.62,80.75,30.78,4.03,32.0,18.36,21.02
2014-06-25,68.02,80.53,30.88,3.96,32.34,18.61,21.03
2014-06-24,67.13,80.43,30.5,3.94,32.5,18.42,20.78
2014-06-23,67.02,80.64,30.23,4.01,31.26,18.71,20.85
2014-06-20,66.34,80.17,30.2,4.1,31.85,18.93,21.15
2014-06-19,64.46,80.44,30.09,4.36,31.81,19.137999999999998,21.69
2014-06-18,64.38,80.71,29.93,4.4,32.06,19.59,21.35
2014-06-17,64.51,80.02,29.95,4.47,32.25,19.61,21.26
2014-06-16,65.32,78.9,30.01,4.44,31.91,19.48,21.21
2014-06-13,65.15,78.07,29.87,4.28,31.17,19.54,21.09
2014-06-12,64.62,78.43,27.96,4.29,30.855,19.52,21.11
2014-06-11,64.77,79.81,27.93,4.29,30.99,19.4,21.13
2014-06-10,65.26,80.74,28.24,4.2,29.51,19.15,21.3
2014-06-09,65.68,80.61,27.91,4.07,29.0,19.05,21.21
2014-06-06,65.89,80.64,28.17,4.06,29.54,19.03,21.09
2014-06-05,65.55,80.38,27.66,4.08,29.04,18.96,21.2
2014-06-04,64.95,80.54,27.6,4.04,28.97,18.88,21.1
2014-06-03,64.48,80.67,27.66,3.94,28.67,18.86,21.24
2014-06-02,64.46,80.84,27.26,3.97,28.66,18.94,20.66
2014-05-30,64.49,80.23,27.32,4.0,28.59,19.0,20.56
2014-05-29,64.6,79.9,26.96,4.03,28.579,18.95,20.7
2014-05-28,64.85,79.68,26.88,4.0,28.61,18.98,20.86
2014-05-27,64.8,79.69,26.71,4.04,28.06,18.82,20.89
2014-05-23,64.81,79.18,26.289,4.02,27.33,18.49,20.66
2014-05-22,64.35,78.78,26.15,4.01,27.17,18.32,20.64
2014-05-21,63.71,78.08,26.2,4.1,26.99,18.24,20.5
2014-05-20,63.21,77.96,26.04,4.05,26.55,18.24,20.51
2014-05-19,62.2,76.5,26.04,4.09,26.94,18.54,20.66
2014-05-16,62.5,77.36,25.82,4.02,26.03,17.96,20.77
2014-05-15,62.59,76.24,26.01,3.96,25.86,18.0,20.66
2014-05-14,63.11,76.31,26.33,3.98,26.86,18.1,20.58
2014-05-13,61.88,77.27,26.45,4.03,27.63,18.28,20.64
2014-05-12,62.12,78.27,26.37,3.97,27.51,18.58,20.59
2014-05-09,61.89,77.71,26.3,3.87,26.84,18.05,20.41
2014-05-08,62.94,77.05,26.34,3.93,26.93,18.5,20.51
2014-05-07,64.61,77.08,26.37,3.97,26.415,18.275,20.33
2014-05-06,63.2,77.42,26.2,4.01,26.68,18.25,20.0
2014-05-05,63.73,78.69,26.17,4.09,26.74,18.63,19.66
2014-05-02,63.18,79.4,26.41,4.12,26.31,18.43,19.62
2014-05-01,63.29,79.33,26.45,4.2,26.25,18.57,19.77
2014-04-30,63.22,79.51,26.69,4.09,26.12,18.47,20.1
2014-04-29,62.8,79.52,26.48,4.03,25.1,18.69,20.1
2014-04-28,62.42,80.17,26.33,3.96,24.58,18.65,20.3
2014-04-25,62.69,79.38,26.26,4.05,25.26,18.73,19.91
2014-04-24,62.2,79.77,26.75,4.28,26.16,19.26,20.56
2014-04-23,62.21,78.52,26.75,4.25,26.25,19.09,20.41
2014-04-22,62.49,79.67,26.84,4.3,26.18,18.87,20.56
2014-04-21,61.7,77.96,26.95,4.12,25.32,18.71,20.56
2014-04-17,61.03,77.09,27.04,3.69,23.91,18.56,20.72
2014-04-16,60.82,76.58,26.93,3.76,22.48,18.49,20.15
2014-04-15,59.41,75.89,26.77,3.79,22.17,18.45,20.51
2014-04-14,58.92,75.97,26.56,3.71,21.9,18.32,20.26
2014-04-11,58.51,75.7,26.1799,3.65,21.13,18.12,19.89
2014-04-10,58.61,76.78,26.425,3.85,21.68,18.38,19.82
2014-04-09,59.56,77.76,26.98,3.98,22.6,18.84,20.15
2014-04-08,58.75,77.11,26.91,3.99,22.21,18.86,19.98
2014-04-07,58.48,77.13,26.485,3.88,21.71,18.21,19.74
2014-04-04,59.77,78.72,26.16,4.01,22.58,18.15,19.77
2014-04-03,59.63,79.4,26.41,4.0,24.0,18.73,19.94
2014-04-02,59.87,79.95,25.89,4.06,24.35,18.53,20.04
2014-04-01,59.14,79.38,25.99,4.07,24.44,18.65,20.32
2014-03-31,59.25,79.13,25.814,4.01,23.66,17.91,20.02
2014-03-28,58.49,78.72,25.62,3.88,21.91,17.9,19.64
2014-03-27,58.4,78.68,25.31,3.91,22.24,17.79,19.42
2014-03-26,57.78,78.87,25.3772,4.05,22.83,18.03,19.09
2014-03-25,58.4,79.47,25.46,4.05,23.53,18.45,19.12
2014-03-24,58.54,79.66,25.12,4.05,23.48,18.45,18.64
2014-03-21,59.43,80.42,25.17,4.04,23.66,18.54,18.53
2014-03-20,59.41,80.09,25.425,4.05,24.01,18.57,18.85
2014-03-19,59.5,79.75,25.02,3.98,23.98,18.555,18.88
2014-03-18,60.23,79.82,24.82,3.89,24.49,18.24,19.18
2014-03-17,59.59,79.58,24.7,3.8,23.93,17.82,19.11
2014-03-14,58.8,79.38,24.5,3.85,23.96,17.82,18.9
2014-03-13,58.33,78.8,24.57,3.86,24.11,17.74,19.27
2014-03-12,58.68,80.56,24.76,3.91,24.84,18.32,19.43
2014-03-11,58.15,81.29,24.73,3.85,24.67,18.27,18.77
2014-03-10,58.78,82.18,24.84,3.81,24.85,18.09,18.96
2014-03-07,58.96,82.55,24.64,3.95,24.42,18.36,18.77
2014-03-06,59.21,82.41,24.63,3.73,24.77,18.38,18.87
2014-03-05,59.37,82.91,24.5,3.71,24.83,18.64,18.39
2014-03-04,59.68,82.87,24.61,3.7,25.11,18.48,18.04
2014-03-03,58.87,82.0,24.5,3.67,24.48,18.29,18.03
2014-02-28,59.14,82.03,24.76,3.71,24.19,18.38,18.07
2014-02-27,58.98,81.97,24.76,3.71,24.19,18.5,18.01
2014-02-26,59.04,81.7,24.8,3.7,24.22,18.71,17.83
2014-02-25,58.81,80.98,24.62,3.69,24.255,18.74,17.62
2014-02-24,61.23,77.87,24.63,3.71,24.75,18.91,17.69
2014-02-21,60.71,77.74,24.42,3.69,25.08,18.64,17.74
2014-02-20,60.98,77.48,24.74,3.69,25.49,18.78,17.69
2014-02-19,60.85,76.45,24.5,3.72,25.42,18.14,17.76
2014-02-18,60.67,77.57,24.76,3.7,25.42,17.9,17.79
2014-02-14,59.96,77.93,24.755,3.69,25.08,17.91,17.89
2014-02-13,60.05,77.59,24.7,3.7,24.91,17.36,17.45
2014-02-12,59.86,77.28,24.55,3.69,24.89,16.83,17.38
2014-02-11,59.29,76.7,24.47,3.7,24.71,16.25,17.39
2014-02-10,58.85,76.41,24.29,3.63,24.87,15.92,17.26
2014-02-07,59.08,76.45,24.205,3.47,24.51,15.87,17.16
2014-02-06,59.0,76.16,23.99,3.41,24.11,15.64,16.99
2014-02-05,59.37,75.26,23.52,3.31,23.31,15.44,16.46
2014-02-04,60.67,74.97,23.82,3.37,23.0,15.58,16.74
2014-02-03,57.92,75.09,23.95,3.33,22.81,15.49,16.77
2014-01-31,60.71,76.85,24.54,3.43,23.04,15.7,16.92
2014-01-30,59.5045,76.93,24.74,3.48,23.45,15.72,17.14
2014-01-29,59.1854,76.68,24.68,3.48,22.71,15.46,17.01
2014-01-28,58.6447,78.54,24.9,3.54,23.05,15.61,17.16
2014-01-27,58.0331,78.94,24.72,3.41,22.9,15.46,17.15
2014-01-24,57.9355,79.16,24.81,3.47,22.92,15.56,17.57
2014-01-23,59.6818,80.24,25.13,3.62,23.64,15.97,17.7
2014-01-22,60.3023,80.2,25.31,3.67,23.65,16.03,17.96
2014-01-21,60.382,80.46,25.59,4.17,23.12,16.05,17.69
2014-01-17,59.5045,81.0,25.85,4.18,22.38,15.99,17.77
2014-01-16,59.0081,81.26,26.54,4.38,23.13,16.06,18.15
2014-01-15,57.4923,81.07,26.67,4.47,23.33,16.01,17.56
2014-01-14,57.1555,81.01,26.51,4.3,23.67,15.84,17.38
2014-01-13,56.1184,80.97,25.5,4.13,23.33,15.36,16.91
2014-01-10,57.0491,82.01,25.53,4.17,23.71,15.73,16.9
2014-01-09,56.1893,81.57,25.31,4.09,23.24,15.75,16.76
2014-01-08,55.8968,81.93,25.43,4.18,23.87,16.36,17.09
2014-01-07,55.3827,81.5,25.585,4.18,21.73,16.14,16.91
2014-01-06,54.7799,81.1,25.46,4.13,20.67,15.88,16.9
2014-01-03,54.3545,81.89,25.78,4.0,20.97,15.67,16.95
2014-01-02,54.2304,82.02,25.79,3.95,21.66,15.86,17.15
2013-12-31,55.1168,82.34,25.955,3.87,21.75,16.02,17.44
2013-12-30,54.3279,81.94,25.85,3.85,21.3,15.97,17.58
2013-12-27,53.9644,81.64,25.6,3.78,21.52,15.76,17.26
2013-12-26,53.273,81.55,25.7,3.8,21.74,15.67,17.18
2013-12-24,53.1933,80.64,25.43,3.77,21.82,15.82,17.19
2013-12-23,52.8476,80.56,25.32,3.75,21.49,15.78,17.14
2013-12-20,52.9628,80.04,25.055,3.69,22.17,15.685,16.99
2013-12-19,52.3866,79.95,25.14,3.65,21.62,15.38,17.05
2013-12-18,52.7235,80.05,25.15,3.65,21.81,15.32,17.0
2013-12-17,52.2891,78.62,24.655,3.65,22.92,15.11,17.08
2013-12-16,52.0232,79.1,24.45,3.59,22.77,15.04,17.11
2013-12-13,51.9878,79.01,24.29,3.69,23.08,15.02,17.08
2013-12-12,51.9789,78.53,24.47,3.69,22.54,15.11,17.12
2013-12-11,51.6864,79.0,24.42,3.68,22.5,15.41,17.48
2013-12-10,52.0498,78.61,24.82,3.72,23.14,15.56,17.37
2013-12-09,52.2625,79.6,24.93,3.63,23.12,15.205,17.57
2013-12-06,52.9008,79.84,24.82,3.66,22.31,15.47,17.62
2013-12-05,52.5728,78.54,24.26,3.64,21.65,15.7,17.4
2013-12-04,53.2908,78.4,23.74,3.57,21.759,15.96,17.54
2013-12-03,52.7501,78.71,23.55,3.62,21.83,15.74,17.53
2013-12-02,50.7645,79.77,23.7,3.66,21.27,15.75,17.4
2013-11-29,51.4736,80.67,23.84,3.64,21.1,15.6,17.73
2013-11-27,51.9257,80.66,23.9,3.56,21.17,15.7,17.58
2013-11-26,52.1119,80.35,23.65,3.45,20.31,15.64,17.46
2013-11-25,52.5373,79.75,23.75,3.39,19.86,15.51,17.17
2013-11-22,52.2537,79.18,23.87,3.34,20.19,15.18,17.13
2013-11-21,50.995,79.83,25.23,3.37,19.99,15.33,17.02
2013-11-20,50.6493,79.75,24.56,3.42,18.8,15.21,17.55
2013-11-19,50.5961,80.38,24.7,3.42,19.06,15.44,17.57
2013-11-18,51.0304,79.67,24.6,3.47,19.29,15.78,17.7
2013-11-15,51.2343,80.03,24.52,3.5,19.461,16.17,17.66
2013-11-14,50.8354,78.94,24.385,3.52,19.19,16.22,17.5
2013-11-13,50.7557,77.6,24.6,3.54,18.92,16.15,17.61
2013-11-12,50.5606,76.18,24.43,3.44,18.63,15.715,17.81
2013-11-11,51.251999999999995,75.37,24.169,3.34,18.27,15.69,17.73
2013-11-08,51.323,75.48,24.09,3.27,18.105,15.56,18.01
2013-11-07,50.5341,75.69,24.059,3.28,17.719,14.545,18.13
2013-11-06,51.251999999999995,76.42,24.245,3.32,17.5,14.9,18.27
2013-11-05,49.692,76.65,24.03,3.33,17.67,14.8,18.08
2013-11-04,50.6227,77.0,24.255,3.32,17.89,14.82,18.34
2013-11-01,49.9933,76.99,24.325,3.31,17.575,15.255,18.47
2013-10-31,50.082,77.89,24.47,3.34,17.68,15.189,18.41
2013-10-30,50.3745,77.88,24.495,3.3,17.39,15.22,18.58
2013-10-29,50.861999999999995,77.5,24.523000000000003,3.33,17.495,15.23,18.77
2013-10-28,50.339,76.06,24.36,3.32,16.72,15.21,18.61
2013-10-25,49.9845,76.25,24.235,3.34,16.58,15.24,18.47
2013-10-24,49.9402,76.78,23.78,3.23,16.83,15.385,18.68
2013-10-23,49.6831,75.08,23.735,3.14,16.551,15.501,18.72
2013-10-22,49.4349,74.86,24.070999999999998,3.18,16.76,15.77,19.16
2013-10-21,48.6815,74.62,24.135,3.37,16.565,15.85,18.98
2013-10-18,48.7169,74.69,23.875,3.53,17.029,15.81,19.08
2013-10-17,48.6371,75.74,23.92,4.09,17.145,15.63,18.65
2013-10-16,48.0787,74.94,23.695,4.09,16.96,15.6,18.28
2013-10-15,48.0255,75.18,23.39,4.02,16.92,15.41,18.15
2013-10-14,48.7967,76.35,23.45,3.97,17.07,15.49,18.01
2013-10-11,48.6992,76.32,23.255,3.83,16.84,15.26,18.09
2013-10-10,48.1762,75.51,23.1,3.79,18.43,15.385,17.67
2013-10-09,46.5718,74.14,22.59,3.65,18.15,15.22,17.26
2013-10-08,46.7402,74.27,22.48,3.72,17.925,15.46,17.46
2013-10-07,47.1746,75.13,22.83,3.86,18.485,15.59,17.62
2013-10-04,47.7596,75.78,22.81,3.91,18.47,15.59,17.68
2013-10-03,47.2455,75.88,22.6,3.9,18.015,15.38,17.7
2013-10-02,47.4671,76.32,22.885,3.9,17.665,15.54,17.47
2013-10-01,47.4848,76.26,22.83,3.86,17.61,15.55,17.42
2013-09-30,47.2632,75.85,22.921,3.81,17.469,15.56,16.96
2013-09-27,47.015,75.96,22.98,3.86,17.62,15.58,17.07
2013-09-26,47.4671,76.07,23.41,3.89,17.47,15.67,17.32
2013-09-25,47.2632,75.52,23.7,3.91,16.97,15.725,17.32
2013-09-24,47.2721,76.04,23.705,3.8,17.04,15.7,17.56
2013-09-23,47.4671,75.91,23.62,3.79,17.05,15.64,17.65
2013-09-20,47.0859,77.0,23.769000000000002,3.83,17.23,15.795,17.31
2013-09-19,47.8039,78.51,23.915,3.95,17.160999999999998,15.925,17.6
2013-09-18,47.9901,77.37,23.9,3.93,17.265,15.999,17.61
2013-09-17,46.2704,75.8,23.74,3.85,16.84,15.86,17.68
2013-09-16,45.65,75.54,23.39,3.82,16.44,15.81,17.62
2013-09-13,45.3131,75.11,23.44,3.83,16.205,15.8,17.33
2013-09-12,45.4461,75.4,22.63,3.75,16.2,15.7,17.28
2013-09-11,45.5879,75.04,22.81,3.82,16.49,15.71,17.44
2013-09-10,46.5098,74.6,22.985,3.87,16.26,15.45,17.48
2013-09-09,46.0222,73.58,22.91,3.69,15.615,15.125,17.3
2013-09-06,45.4549,72.7,22.67,3.57,15.26,14.88,17.01
2013-09-05,45.3574,72.99,22.6,3.41,15.17,14.94,17.18
2013-09-04,45.65,74.14,22.635,3.31,14.753,14.9,16.86
2013-09-03,45.3043,73.9,22.066999999999997,3.27,14.01,14.76,16.9
2013-08-30,45.5968,74.49,21.98,3.27,13.57,14.75,16.56
2013-08-29,46.1729,75.05,22.06,3.38,13.57,14.77,16.67
2013-08-28,45.9868,75.03,22.285,3.42,13.24,14.8,16.26
2013-08-27,45.907,74.12,22.191,3.39,13.179,14.805,15.98
2013-08-26,46.0754,75.43,22.275,3.58,13.78,14.995,16.26
2013-08-23,46.0311,73.89,22.44,3.65,13.86,14.96,16.22
2013-08-22,45.8184,74.0,22.26,3.63,13.86,14.96,16.06
2013-08-21,45.0649,73.73,22.17,3.61,13.63,14.88,15.75
2013-08-20,45.1536,74.29,22.523000000000003,3.63,13.8,14.95,15.83
2013-08-19,44.5685,75.21,22.28,3.6,13.8,14.95,15.81
2013-08-16,44.4444,75.38,21.915,3.66,14.005,15.189,15.97
2013-08-15,44.5419,75.14,22.03,3.69,14.13,15.125,16.0
2013-08-14,45.4283,77.44,22.57,3.82,14.82,15.03,16.06
2013-08-13,45.6677,79.44,22.52,3.69,14.97,14.42,16.27
2013-08-12,46.0932,79.2,22.64,3.65,13.83,14.37,16.05
2013-08-09,46.4743,78.97,22.51,3.65,13.99,14.49,16.21
2013-08-08,46.8555,80.04,22.45,3.71,13.95,14.699000000000002,16.22
2013-08-07,46.7402,78.83,22.7,3.69,13.81,14.6,16.17
2013-08-06,46.6516,80.05,22.8,3.72,14.14,14.61,16.59
2013-08-05,46.3502,79.66,22.924,3.82,14.174000000000001,14.83,16.82
2013-08-02,46.5984,80.23,23.22,3.8,13.5,14.76,16.8
2013-08-01,46.9973,78.64,23.2,3.81,13.575,14.64,17.25
2013-07-31,46.9352,79.03,23.335,3.77,13.24,14.435,16.98
2013-07-30,45.9336,78.6,23.38,3.82,12.6,14.41,16.97
2013-07-29,46.1552,78.67,23.24,3.75,12.47,14.17,16.7
2013-07-26,46.235,78.74,23.26,3.82,12.59,14.2,16.9
2013-07-25,47.6621,78.99,23.06,3.7,13.29,14.26,17.18
2013-07-24,37.9648,80.27,22.93,3.63,13.105,14.21,17.02
2013-07-23,38.7803,80.19,22.75,3.66,13.64,14.21,16.74
2013-07-22,38.7537,80.0,22.77,3.9,13.83,14.23,16.62
2013-07-19,38.603,79.89,23.04,4.03,13.73,14.24,16.49
2013-07-18,38.4966,80.02,23.244,4.64,13.69,14.55,16.81
2013-07-17,38.5144,80.44,24.15,4.38,13.59,14.61,18.45
2013-07-16,38.6739,80.22,24.25,4.43,13.38,14.69,18.43
2013-07-15,38.9399,80.4,23.94,4.4,13.07,14.61,18.4
2013-07-12,38.2662,80.54,23.9,4.32,12.69,14.64,18.44
2013-07-11,38.08,79.86,23.99,4.45,12.7,14.63,18.54
2013-07-10,37.9825,79.4,23.25,3.98,12.55,14.43,17.84
2013-07-09,37.7875,79.7,23.135,4.05,13.135,14.241,17.84
2013-07-08,36.715,79.22,23.185,4.0,14.03,14.165,17.6
2013-07-05,35.4563,78.29,24.06,4.07,14.31,14.24,18.21
2013-07-03,35.6247,77.73,23.761999999999997,4.06,14.14,14.13,18.12
2013-07-02,35.8374,77.31,23.72,3.97,14.31,14.09,18.5
2013-07-01,36.3072,76.87,23.886,4.1,14.27,14.1,18.45
2013-06-28,36.6175,77.47,24.23,4.08,14.33,14.04,18.32
2013-06-27,37.0341,76.27,24.05,4.08,14.34,14.01,17.93
2013-06-26,36.6972,75.67,24.005,4.14,14.175,14.14,17.64
2013-06-25,36.6972,74.14,23.88,4.15,13.75,14.22,17.53
2013-06-24,36.5288,73.51,23.58,4.05,13.46,14.12,16.93
2013-06-21,36.7593,73.82,24.195,4.0,13.9,14.415,17.18
2013-06-20,36.4845,73.87,24.185,3.87,13.535,14.44,17.41
2013-06-19,38.0357,75.93,25.0,4.07,13.97,14.84,17.99
2013-06-18,39.5072,77.19,25.465,4.09,13.75,14.4,18.43
2013-06-17,39.321,76.14,25.1,4.05,13.24,14.49,18.12
2013-06-14,39.3033,76.59,24.92,3.94,12.76,14.35,17.99
2013-06-13,39.5603,76.53,24.99,3.95,12.91,14.37,18.27
2013-06-12,38.3991,76.4,24.46,3.9,12.489,14.05,18.36
2013-06-11,38.8512,77.61,24.71,3.96,12.81,14.17,18.52
2013-06-10,38.9133,77.73,25.01,4.06,12.95,14.44,18.81
2013-06-07,39.6401,78.74,24.59,3.91,12.65,14.445,18.69
2013-06-06,39.0639,77.26,24.65,3.94,12.35,14.25,18.6
2013-06-05,38.3016,75.1,24.7,3.91,12.02,14.16,18.66
2013-06-04,39.126,76.63,25.36,4.01,11.71,14.47,18.94
2013-06-03,40.101,79.08,25.24,3.96,11.73,14.45,18.71
2013-05-31,40.0124,78.66,24.28,4.0,11.68,14.47,18.66
2013-05-30,40.4113,79.44,24.21,4.04,11.89,14.63,18.97
2013-05-29,40.6418,79.49,24.27,3.98,11.83,14.44,19.24
2013-05-28,41.7852,79.82,24.08,4.05,11.78,14.53,19.05
2013-05-24,41.7941,78.99,23.923000000000002,4.05,11.59,14.54,18.86
2013-05-23,42.1575,78.91,24.05,4.01,11.39,14.63,18.75
2013-05-22,42.7159,79.69,24.07,3.96,10.92,14.4,18.89
2013-05-21,43.7353,78.71,24.15,4.02,11.23,14.92,19.23
2013-05-20,43.7974,76.76,24.08,4.1,11.21,14.84,19.37
2013-05-17,43.6555,76.86,24.04,4.07,11.31,14.87,19.51
2013-05-16,42.9907,76.75,23.94,3.83,11.06,14.63,19.45
2013-05-15,43.4694,77.88,24.2,4.38,10.87,14.695,19.8
2013-05-14,43.0794,77.32,23.84,4.26,10.65,14.45,19.89
2013-05-13,42.3437,76.67,24.08,4.17,10.66,14.24,19.93
2013-05-10,42.4766,76.01,24.5,3.95,10.82,14.54,20.17
2013-05-09,42.5121,75.87,24.36,3.86,10.710999999999999,13.91,20.21
2013-05-08,42.6007,75.42,24.25,3.83,10.235,13.899000000000001,20.21
2013-05-07,42.4323,75.07,24.15,3.54,9.97,13.65,19.47
2013-05-06,41.8295,75.26,23.91,3.61,9.76,13.83,19.55
2013-05-03,41.7498,73.96,23.96,3.6,9.63,13.87,19.41
2013-05-02,41.7586,73.33,24.11,3.41,9.32,13.81,19.53
2013-05-01,42.4323,72.76,23.99,3.22,9.2,13.65,19.11
2013-04-30,45.5259,73.35,23.95,2.82,9.42,13.77,19.08
2013-04-29,45.3752,73.67,23.76,2.68,9.35,13.57,18.83
2013-04-26,45.0472,73.35,23.4,2.64,9.43,13.41,18.53
2013-04-25,45.6145,73.37,23.38,2.68,9.53,13.47,18.69
2013-04-24,45.6411,73.28,23.66,2.61,9.415,13.36,18.44
2013-04-23,45.9425,73.38,23.375,2.53,9.42,12.92,18.28
2013-04-22,46.2084,73.86,22.88,2.46,9.31,12.59,18.5
2013-04-19,45.516999999999996,74.0,22.44,2.47,9.35,12.57,18.8
2013-04-18,44.2494,72.48,22.24,2.51,9.23,12.54,17.94
2013-04-17,43.7353,72.8,21.93,2.4,9.39,12.785,17.08
2013-04-16,44.3203,72.46,21.915,2.44,9.87,12.96,17.24
2013-04-15,43.0173,72.23,21.38,2.4,9.56,12.82,16.89
2013-04-12,43.7885,73.62,21.675,2.48,10.01,13.09,17.31
2013-04-11,43.0794,71.9,21.825,2.52,9.98,12.77,17.34
2013-04-10,43.301,71.69,22.26,2.61,10.085,12.83,17.19
2013-04-09,43.1769,71.2,21.75,2.63,9.57,12.63,16.95
2013-04-08,43.106,71.22,21.09,2.59,9.39,12.43,16.84
2013-04-05,42.3082,70.06,20.94,2.29,9.31,12.46,16.73
2013-04-04,42.5387,70.69,21.135,2.33,9.31,12.245,16.83
2013-04-03,42.2284,70.36,21.05,2.32,9.1,12.126,16.74
2013-04-02,42.973,71.02,21.455,2.39,9.3,12.275,17.11
2013-04-01,42.9553,69.67,21.43,2.44,9.38,12.41,17.08
2013-03-28,42.255,69.78,21.835,2.55,9.975,12.83,17.19
2013-03-27,41.0761,69.65,21.83,2.55,9.96,12.65,17.17
2013-03-26,41.2179,70.05,21.765,2.54,9.92,12.5,17.07
2013-03-25,41.2534,69.47,21.15,2.51,9.88,12.41,16.95
2013-03-22,40.9697,69.56,21.33,2.54,10.04,12.48,17.07
2013-03-21,40.8013,68.95,21.04,2.64,9.07,12.42,16.89
2013-03-20,40.7747,68.88,21.18,2.75,9.31,12.62,17.25
2013-03-19,39.7731,68.79,21.14,2.67,9.24,12.47,17.08
2013-03-18,39.649,69.35,21.26,2.65,9.18,12.55,17.24
2013-03-15,39.8617,69.05,21.375,2.6,9.37,12.64,17.64
2013-03-14,40.0922,70.24,21.65,2.63,9.685,12.75,18.05
2013-03-13,40.039,70.76,21.655,2.6,9.51,12.74,18.0
2013-03-12,40.0656,70.75,21.64,2.61,9.32,12.74,17.73
2013-03-11,40.0213,71.32,21.69,2.59,9.345,12.695,17.72
2013-03-08,40.101,71.37,21.58,2.56,9.2,12.82,17.91
2013-03-07,40.1454,70.25,21.89,2.55,8.94,12.76,18.05
2013-03-06,40.2074,70.48,21.75,2.43,8.65,12.79,18.12
2013-03-05,40.1808,70.47,21.51,2.43,8.73,12.8,18.33
2013-03-04,40.0745,70.29,21.27,2.4,8.4,12.655,18.14
2013-03-01,39.5603,69.03,21.03,2.42,8.25,12.71,18.25
2013-02-28,39.8794,68.5,20.88,2.49,8.375,12.66,18.25
2013-02-27,40.0124,68.06,20.93,2.53,8.18,12.6,18.18
2013-02-26,39.3033,67.56,20.58,2.46,7.955,12.37,17.81
2013-02-25,40.952,63.92,20.23,2.53,7.93,12.3,18.25
2013-02-22,42.0245,65.58,20.42,2.61,8.02,12.52,18.9
2013-02-21,41.537,64.38,20.25,2.6,7.68,12.29,18.69
2013-02-20,41.9802,66.44,20.73,2.7,7.875,12.38,18.89
2013-02-19,42.5032,67.55,21.085,2.82,8.12,12.555,19.15
2013-02-15,42.3259,67.52,21.115,2.71,7.91,12.731,18.53
2013-02-14,42.2018,67.34,21.23,2.75,8.08,12.73,18.57
2013-02-13,42.5032,67.45,21.25,2.75,7.95,12.37,18.41
2013-02-12,42.6982,67.32,21.19,2.77,7.92,12.43,18.5
2013-02-11,42.3702,66.38,21.03,2.67,7.91,12.51,18.48
2013-02-08,42.388000000000005,67.01,21.0,2.59,7.75,12.37,18.45
2013-02-07,42.388000000000005,66.31,20.81,2.57,7.73,12.29,18.3
2013-02-06,42.2107,66.67,20.99,2.6,7.95,12.34,18.04
2013-02-05,41.9004,66.39,21.1784,2.6,7.87,12.44,18.18
2013-02-04,41.7232,66.36,21.16,2.52,7.76,12.16,17.9
2013-02-01,41.9448,67.3,21.355,2.6,7.83,12.37,18.07
2013-01-31,41.67,66.92,21.04,2.6,7.56,12.26,17.74
2013-01-30,41.5991,67.24,21.37,2.65,7.65,12.32,17.8
2013-01-29,42.06,67.2,21.28,2.74,7.58,12.34,17.76
2013-01-28,41.9891,67.58,21.05,2.82,7.82,12.61,17.52
2013-01-25,42.0334,67.82,20.96,2.85,7.87,12.41,17.75
